first_name,last_name,dob,company_name,last_active,score,member_since,state,source
Nicholas,Serrano,1971/05/20,Taylor-Alvarez,2018/02/05,72,2012,AK,Golf
Erica,Johnson,1969/05/24,Williams-Stephenson,2018/10/14,49,2013,HI,Golf
Tyler,Garrett,1980/01/29,Bruce Inc,2018/04/28,53,2011,NJ,Golf
Laura,Watts,1993/04/23,Scott and Sons,2018/06/28,35,2011,MI,Golf
Sharon,Yang,1982/02/24,Hunter Ltd,2018/10/11,81,2011,AK,Golf
Robert,Howell,1980/04/28,"Kelley, Gilbert and Jackson",2018/04/21,65,1995,MI,Golf
Marie,Jones,1959/01/23,Bruce Inc,2018/05/07,42,2009,ID,Golf
William,May,1982/09/19,Rivera-Morrow,2018/09/16,54,1994,KY,Golf
Natasha,Moore,1973/01/25,"Jackson, Carlson and Contreras",2018/08/01,52,1994,OH,Golf
Jessica,Figueroa,1962/08/21,Rivera Ltd,2018/11/09,72,2014,CA,Golf
Jason,Rogers,1968/05/26,Mcdonald Inc,2018/08/30,80,2013,GA,Golf
Judy,Ward,1963/01/30,Hunter Ltd,2019/01/07,80,2002,LA,Golf
Kevin,Thomas,1979/10/01,Rivera-Morrow,2018/05/17,37,2005,MT,Golf
Christina,Mendez,1978/12/17,"Jackson, Carlson and Contreras",2018/11/11,37,2011,KY,Golf
Paul,Benton,1994/10/20,"Hopkins, Barnes and Ward",2018/03/02,86,2009,FL,Golf
Amanda,Rice,1973/11/24,"Mullen, Huffman and Vasquez",2018/07/31,64,1991,CA,Golf
Alejandro,Silva,1980/02/21,Pearson Group,2018/07/30,48,2017,ID,Golf
Joseph,Fisher,1959/04/05,"Brown, Vasquez and Sanchez",2018/04/05,57,1980,SD,Golf
Christopher,Hammond,1959/04/28,Peterson and Sons,2018/03/05,65,2013,VT,Golf
Anthony,Morris,1971/03/21,Keller Group,2018/03/27,33,2002,VA,Golf
Peter,Medina,1964/10/15,Scott and Sons,2018/04/03,62,2010,VA,Golf
Erica,Willis,1984/02/13,Keller Group,2018/10/10,98,1997,WY,Golf
Victoria,Goodwin,1964/11/09,Peterson and Sons,2018/01/20,75,1985,MI,Golf
Brittany,Elliott,1967/03/07,Rivera-Morrow,2018/11/16,75,2012,VA,Golf
Michael,Logan,1978/07/09,,2018/10/27,98,2008,NE,Golf
Joshua,Martin,1962/10/13,Bruce Inc,2018/04/07,38,2014,LA,Golf
Kent,Boyd,1974/09/05,Taylor-Alvarez,2018/03/19,98,1992,ME,Golf
Patrick,Mack,1980/05/31,Parker Group,2018/06/07,49,2004,NY,Golf
Tamara,Ortiz,1976/10/16,Pearson Group,2018/05/18,40,2013,RI,Golf
Jennifer,Novak,1970/12/11,Scott and Sons,2018/11/06,77,1988,FL,Golf
Norma,Thornton,1974/04/15,Parker Group,2018/10/21,44,2002,NE,Golf
Jennifer,Singh,1967/11/18,"Smith, Torres and Matthews",2018/03/18,54,2010,NJ,Golf
Samuel,Hanna,1968/09/12,"Kelley, Gilbert and Jackson",2018/08/03,97,2008,SD,Golf
William,Ball,1986/05/31,Rivera Ltd,2018/07/16,44,2006,MD,Golf
Kathryn,Clements,1960/04/25,"Alvarez, Schaefer and Robertson",2018/08/25,43,1981,ME,Golf
Ernest,Gillespie,1988/08/10,"Martin, Mcknight and Clark",2018/03/17,65,2004,ID,Golf
David,Torres,1971/08/10,Parker Group,2018/02/15,94,1994,VT,Golf
Jessica,Howell,1970/02/23,"Hopkins, Barnes and Ward",2018/06/02,75,1996,MS,Golf
Joseph,Howard,1989/06/03,Taylor-Alvarez,2018/10/15,43,2007,ME,Golf
Jamie,Jensen,1992/02/14,Bruce Inc,2018/01/17,84,2018,KS,Golf
Billy,James,1988/05/11,Bruce Inc,2018/03/28,61,2012,SC,Golf
Jason,Clark,1978/02/15,"Alvarez, Schaefer and Robertson",2018/07/14,62,2003,VT,Golf
Laura,Johnson,1988/10/08,"Hopkins, Barnes and Ward",2018/05/13,50,2015,ID,Golf
Jason,Wheeler,1973/10/11,Mcdonald Inc,2018/03/20,55,2004,PA,Golf
Bill,Glover,1965/01/15,Rivera-Morrow,2018/12/07,31,1986,AL,Golf
Lisa,Baker,1982/05/04,Williams-Stephenson,2018/09/03,54,2009,IA,Golf
Lisa,Orozco,1972/08/21,Keller Group,2018/09/14,75,2000,NJ,Golf
Nathan,Jones,1966/09/08,Rivera-Morrow,2018/02/24,74,2014,NY,Golf
John,Camacho,1969/09/01,Keller Group,2018/10/30,64,2010,WI,Golf
Crystal,Morgan,1990/12/30,"Alvarez, Schaefer and Robertson",2018/05/31,32,2010,VA,Golf
Hunter,Pope,1960/12/15,"Mullen, Huffman and Vasquez",2018/10/11,84,2011,CO,Golf
Rick,Gibson,1980/03/28,"Smith, Torres and Matthews",2018/06/24,72,2007,MN,Golf
William,Wu,1963/10/28,Taylor-Alvarez,2018/03/11,75,1998,VT,Golf
Paul,Davenport,1972/08/22,Mcdonald Inc,2018/03/17,75,1999,WV,Golf
Jose,Wade,1965/10/15,Peterson and Sons,2018/06/09,39,2011,PA,Golf
Ricky,Obrien,1961/07/15,Rivera-Morrow,2018/02/18,62,2002,PA,Golf
Anna,Valentine,1992/07/11,Keller Group,2018/10/12,93,2011,VT,Golf
Shaun,Clark,1984/11/14,"Brown, Vasquez and Sanchez",2018/08/04,87,1997,ID,Golf
Amanda,Sexton,1988/11/04,"Kelley, Gilbert and Jackson",2018/10/26,95,2014,AR,Golf
Dylan,Trevino,1967/08/30,"Mullen, Huffman and Vasquez",2018/02/16,43,2006,LA,Golf
Janet,Davis,1964/09/15,"Mullen, Huffman and Vasquez",2019/01/08,58,1995,TN,Golf
William,Cunningham,1981/08/04,Mcdonald Inc,2018/10/02,65,1994,WV,Golf
Melissa,Mora,1972/01/14,,2018/02/13,59,2004,ND,Golf
Dustin,Hartman,1973/12/08,Scott and Sons,2018/08/12,99,1985,LA,Golf
Ashley,Allison,1979/12/05,"Brown, Vasquez and Sanchez",2018/04/15,94,1996,HI,Golf
Kim,Bryant,1976/03/25,Mcdonald Inc,2019/01/02,37,1997,CT,Golf
Robert,Smith,1964/08/07,"Jackson, Carlson and Contreras",2018/11/10,71,1981,IA,Golf
Jennifer,Nolan,1980/03/14,,2018/09/24,45,1996,OR,Golf
Amber,Ford,1966/06/24,"Kelley, Gilbert and Jackson",2018/10/17,70,2017,TN,Golf
Teresa,Chang,1972/08/03,Rivera Ltd,2018/06/01,78,2004,SC,Golf
Heather,Cohen,1973/02/24,"Brown, Vasquez and Sanchez",2018/05/17,50,2013,LA,Golf
Matthew,Moon,1969/07/10,Peterson and Sons,2018/02/10,61,2018,PA,Golf
Pamela,Davidson,1966/08/21,Hunter Ltd,2018/09/26,91,2001,MA,Golf
Paige,Hartman,1969/05/28,"Kelley, Gilbert and Jackson",2018/03/31,36,1990,KY,Golf
Jennifer,Holmes,1980/05/28,Pearson Group,2018/05/16,46,2008,MA,Golf
Gloria,Raymond,1960/01/09,Hunter Ltd,2018/08/24,54,1986,OK,Golf
Natalie,Brown,1978/08/05,"Smith, Torres and Matthews",2018/08/23,84,2001,OH,Golf
Brenda,Barry,1976/05/13,Hunter Ltd,2018/08/31,59,1994,MO,Golf
Joshua,Green,1960/10/22,"Kelley, Gilbert and Jackson",2018/09/28,53,1990,TX,Golf
James,Pitts,1974/12/08,Keller Group,2018/06/02,86,2015,HI,Golf
Michael,Smith,1965/01/23,,2018/04/25,77,1979,NM,Golf
Brian,Atkins,1977/03/17,"Martin, Mcknight and Clark",2018/11/05,69,1999,WY,Golf
Jose,Miranda,1982/04/17,"Alvarez, Schaefer and Robertson",2018/10/03,78,2010,CO,Golf
Jennifer,Berry,1965/11/26,Scott and Sons,2018/07/03,98,1977,IA,Golf
Ryan,Turner,1963/12/12,Pearson Group,2018/11/07,39,2018,DC,Golf
Robert,Middleton,1971/03/11,Peterson and Sons,2018/12/13,65,1997,MD,Golf
Katherine,Gray,1983/12/10,Williams-Stephenson,2018/03/02,41,1996,IL,Golf
Mary,Santiago,1995/09/17,Keller Group,2018/04/29,70,2008,NC,Golf
Jermaine,Estrada,1975/10/19,Williams-Stephenson,2018/07/25,64,1996,NM,Golf
Scott,Sullivan,1970/04/10,Peterson and Sons,2018/06/25,94,1989,AR,Golf
Paula,Cox,1966/06/21,"Kelley, Gilbert and Jackson",2018/08/24,60,1985,RI,Golf
Michael,Mendez,1962/02/11,"Jackson, Carlson and Contreras",2018/06/26,97,2008,CO,Golf
Kathryn,Martin,1965/09/13,"Brown, Vasquez and Sanchez",2018/07/28,63,1982,DC,Golf
Holly,Garcia,1968/12/05,Scott and Sons,2018/08/03,32,1995,IL,Golf
Kelsey,Smith,1972/03/28,,2018/01/21,89,2001,AZ,Golf
Elizabeth,Mcintyre,1977/01/22,Keller Group,2018/07/13,43,1996,ND,Golf
Christina,Knox,1994/03/16,"Kelley, Gilbert and Jackson",2018/11/13,82,2016,MO,Golf
Rachel,Guerra,1973/01/30,Parker Group,2018/04/28,60,2018,AK,Golf
Dawn,Williams,1981/04/23,Keller Group,2018/06/20,33,2004,MO,Golf
Benjamin,Baxter,1991/10/14,"Smith, Torres and Matthews",2018/01/24,72,2008,UT,Golf
Tracy,Hernandez,1966/10/06,Parker Group,2018/11/01,67,2002,AL,Golf
Robert,Baird,1962/01/10,Scott and Sons,2018/08/12,33,2015,RI,Golf
Gregory,Hayes,1984/06/11,Rivera-Morrow,2018/12/16,94,2016,WY,Golf
Maria,Olson,1972/04/21,"Kelley, Gilbert and Jackson",2018/09/08,51,2003,WY,Golf
Gary,Campbell,1968/09/06,"Jackson, Carlson and Contreras",2018/12/17,88,2009,NC,Golf
Dustin,Powers,1994/05/17,Mcdonald Inc,2018/02/17,74,2008,ND,Golf
Natasha,Webb,1982/01/02,Hunter Ltd,2018/01/23,90,2005,UT,Golf
Terri,Robbins,1966/01/28,"Jackson, Carlson and Contreras",2018/07/30,43,2001,UT,Golf
David,Lane,1966/07/29,Mcdonald Inc,2018/06/24,63,2011,NM,Golf
Sarah,Taylor,1971/03/06,,2018/10/19,81,2002,UT,Golf
Cindy,Riggs,1989/02/19,"Brown, Vasquez and Sanchez",2018/06/02,88,2014,WA,Golf
Cassandra,Walker,1985/04/01,Pearson Group,2018/01/10,71,2018,VT,Golf
Christine,Conley,1982/06/28,Bruce Inc,2018/02/17,60,2002,PA,Golf
Cynthia,Wheeler,1964/05/31,Bruce Inc,2018/06/22,54,1987,NV,Golf
David,Wright,1998/12/09,Scott and Sons,2018/05/30,68,2016,AK,Golf
Julia,Campbell,1959/01/13,Rivera Ltd,2018/10/24,51,1979,VA,Golf
Nicholas,Davis,1978/11/19,"Hopkins, Barnes and Ward",2018/11/25,73,2004,MO,Golf
Ashley,Lawson,1969/07/03,"Hopkins, Barnes and Ward",2018/01/29,84,1994,CO,Golf
Hailey,Elliott,1979/08/20,Taylor-Alvarez,2018/07/31,48,2008,ND,Golf
Courtney,Guzman,1966/01/12,"Brown, Vasquez and Sanchez",2018/03/19,41,1993,VA,Golf
Bailey,Lowe,1975/02/06,Hunter Ltd,2018/08/07,62,1990,PA,Golf
Timothy,Peterson,1976/06/04,Pearson Group,2018/09/06,91,2006,AK,Golf
Paula,Harris,1975/03/12,"Kelley, Gilbert and Jackson",2018/10/02,81,1993,IN,Golf
Kimberly,Hensley,1962/09/13,Taylor-Alvarez,2018/12/30,62,1982,FL,Golf
Jason,Macias,1960/07/23,Pearson Group,2019/01/07,57,2008,IA,Golf
Michael,Powell,1966/04/19,Keller Group,2018/09/03,67,2016,OK,Golf
Taylor,Marquez,1991/12/23,Bruce Inc,2018/12/05,60,2003,NH,Golf
Jon,Nguyen,1979/01/29,Mcdonald Inc,2018/06/06,65,2002,MN,Golf
Victoria,Morris,1960/03/07,Williams-Stephenson,2018/11/01,58,2000,NV,Golf
Richard,Nelson,1989/02/12,"Smith, Torres and Matthews",2018/11/26,36,2014,NM,Golf
Lauren,Wilson,1976/06/19,Peterson and Sons,2018/05/07,93,1994,IA,Golf
Deborah,Schneider,1961/05/10,Parker Group,2018/10/09,31,2018,VA,Golf
Margaret,Valdez,1967/03/28,Bruce Inc,2018/06/03,69,1995,OR,Golf
Bruce,Campos,1964/01/09,"Mullen, Huffman and Vasquez",2018/09/13,85,2017,AK,Golf
Christopher,White,1974/08/20,Pearson Group,2018/09/17,84,1995,NH,Golf
Nathan,Ross,1966/07/27,"Smith, Torres and Matthews",2018/08/31,94,1991,VT,Golf
Mark,Hutchinson,1977/05/12,"Hopkins, Barnes and Ward",2018/01/20,42,1995,MS,Golf
Billy,Garcia,1973/06/09,Keller Group,2018/11/06,34,1996,WA,Golf
Frank,Medina,1964/07/30,"Alvarez, Schaefer and Robertson",2018/02/12,96,1977,TN,Golf
Stephanie,Vaughan,1961/07/13,Rivera-Morrow,2018/08/04,91,1973,TN,Golf
David,Wolfe,1961/03/24,Keller Group,2018/11/03,44,2011,ND,Golf
David,Carr,1971/09/03,"Brown, Vasquez and Sanchez",2018/09/15,68,2003,CA,Golf
Susan,Smith,1961/04/01,"Brown, Vasquez and Sanchez",2018/05/06,39,1996,DE,Golf
Carolyn,Garcia,1963/12/31,Scott and Sons,2018/04/12,92,2004,OH,Golf
Raymond,Patton,1961/09/16,"Brown, Vasquez and Sanchez",2018/06/15,99,1988,WI,Golf
Valerie,Houston,1971/01/21,"Jackson, Carlson and Contreras",2018/09/08,65,1997,AL,Golf
Andre,Camacho,1984/10/15,Peterson and Sons,2018/04/14,39,2011,NE,Golf
Christina,Dodson,1976/10/27,,2018/05/10,60,1992,MD,Golf
Jared,Davis,1961/01/18,Williams-Stephenson,2018/06/26,95,1986,KS,Golf
Kelsey,Pitts,1982/03/20,Bruce Inc,2018/02/24,86,2004,MN,Golf
Frank,Pearson,1990/09/13,"Jackson, Carlson and Contreras",2018/02/22,35,2012,MT,Golf
Randy,Davis,1971/02/15,Williams-Stephenson,2018/03/02,72,1995,WY,Golf
Charles,Rodriguez,1973/02/15,"Mullen, Huffman and Vasquez",2018/04/19,34,2002,MD,Golf
Tiffany,Sullivan,1990/11/11,Mcdonald Inc,2018/08/22,87,2013,NE,Golf
Stephen,Murphy,1963/10/14,"Jackson, Carlson and Contreras",2018/05/02,71,1994,CT,Golf
Miranda,Wood,1966/11/06,"Martin, Mcknight and Clark",2018/08/14,69,2000,NE,Golf
Elizabeth,Good,1990/11/09,Peterson and Sons,2018/03/31,82,2017,AK,Golf
Brad,Carr,1971/02/27,Rivera Ltd,2018/12/01,44,1991,TX,Golf
Tina,Martin,1986/08/16,"Martin, Mcknight and Clark",2018/01/23,97,2014,RI,Golf
Tami,Riley,1967/05/22,Rivera Ltd,2018/04/22,95,1990,SD,Golf
Ricardo,Newton,1981/01/11,Williams-Stephenson,2018/09/28,94,1994,MD,Golf
Christopher,Hernandez,1965/08/09,"Kelley, Gilbert and Jackson",2018/02/11,40,2008,MI,Golf
Mark,Andrews,1995/01/05,"Jackson, Carlson and Contreras",2018/03/07,67,2008,IA,Golf
Patricia,Stewart,1981/04/25,,2018/07/21,53,2016,CT,Golf
Andrew,Ortega,1976/09/27,Parker Group,2018/10/05,71,1995,HI,Golf
Brenda,Shaw,1966/10/09,Rivera-Morrow,2018/04/13,89,2008,IA,Golf
Kathryn,Newman,1978/09/15,Williams-Stephenson,2018/05/12,37,2013,TX,Golf
Michael,Garcia,1979/11/22,Taylor-Alvarez,2018/02/23,35,2008,SD,Golf
Dylan,Allison,1973/03/04,Keller Group,2018/09/10,45,1986,VT,Golf
Amanda,Reynolds,1959/05/06,Bruce Inc,2018/08/22,72,2012,NV,Golf
Jeffrey,Mcbride,1991/03/09,Parker Group,2018/05/17,40,2013,AL,Golf
William,Woods,1978/06/02,"Hopkins, Barnes and Ward",2018/06/11,96,2018,MI,Golf
Matthew,Thompson,1962/11/14,Peterson and Sons,2018/10/28,79,2018,OR,Golf
Miguel,Le,1973/02/18,"Brown, Vasquez and Sanchez",2018/08/09,39,2009,ME,Golf
Jason,Clark,1961/07/08,"Alvarez, Schaefer and Robertson",2018/10/17,76,2007,WV,Golf
Megan,Smith,1994/10/10,Rivera-Morrow,2018/09/02,92,2008,VA,Golf
Gabriela,Sanchez,1960/11/05,,2018/12/07,37,2005,WI,Golf
Jason,Hall,1965/08/14,Williams-Stephenson,2018/06/26,65,2018,AL,Golf
Dale,Contreras,1968/01/13,Scott and Sons,2018/06/26,93,2001,AR,Golf
Zachary,Hart,1986/06/30,Mcdonald Inc,2018/07/24,60,2009,AR,Golf
James,Baker,1978/03/17,"Alvarez, Schaefer and Robertson",2018/11/02,34,1993,RI,Golf
Katherine,Cook,1975/04/26,Peterson and Sons,2018/05/29,48,2008,AR,Golf
Larry,Johnson,1994/06/16,"Hopkins, Barnes and Ward",2018/04/11,84,2017,CA,Golf
John,Davis,1973/08/24,Scott and Sons,2018/11/20,39,2007,OH,Golf
Morgan,Castro,1960/01/30,Hunter Ltd,2018/05/19,55,2011,DE,Golf
Barry,Rios,1979/10/25,"Martin, Mcknight and Clark",2019/01/08,79,1999,MN,Golf
Christina,Martin,1965/01/06,,2018/08/04,76,1996,AR,Golf
Kenneth,Blankenship,1972/06/21,Rivera Ltd,2018/07/18,38,2018,WV,Golf
Kimberly,Silva,1982/07/09,"Mullen, Huffman and Vasquez",2018/10/05,62,2003,TX,Golf
Loretta,Chen,1966/09/23,"Kelley, Gilbert and Jackson",2018/09/03,51,2006,AL,Golf
Thomas,Bradley,1984/06/20,"Alvarez, Schaefer and Robertson",2018/05/22,61,2009,DC,Golf
David,Clements,1977/06/22,Keller Group,2018/05/16,50,2004,AL,Golf
Kimberly,Robinson,1969/05/26,Keller Group,2018/12/07,33,2007,WV,Golf
Corey,Keith,1976/08/01,"Brown, Vasquez and Sanchez",2018/06/13,93,1999,MO,Golf
Peter,Bryant,1966/03/20,"Brown, Vasquez and Sanchez",2018/05/21,97,1984,MI,Golf
Monica,Riley,1964/10/25,Scott and Sons,2018/06/25,32,2015,AR,Golf
Charles,Giles,1968/02/16,Taylor-Alvarez,2018/10/11,67,1997,ME,Golf
James,Scott,1986/04/19,Parker Group,2018/12/25,39,1999,UT,Golf
Gary,Miller,1969/07/11,Parker Group,2018/11/17,93,1989,IA,Golf
Brian,Rubio,1960/06/29,"Smith, Torres and Matthews",2019/01/01,81,1994,TN,Golf
Stephanie,Booth,1967/04/09,"Mullen, Huffman and Vasquez",2018/03/11,67,1997,SC,Golf
Brandon,Moore,1971/09/14,Keller Group,2018/12/25,98,2009,ME,Golf
Ruben,King,1963/08/25,Keller Group,2018/12/10,97,2005,CO,Golf
Jeremy,Khan,1977/11/27,"Alvarez, Schaefer and Robertson",2018/11/05,35,1994,MA,Golf
Amy,Ellis,1977/03/20,Parker Group,2018/10/25,84,1999,CA,Golf
Tabitha,Gomez,1959/08/25,Mcdonald Inc,2018/07/07,78,1982,AZ,Golf
Brian,Webb,1968/02/21,Williams-Stephenson,2018/07/28,93,2004,IL,Golf
Patrick,Bennett,1974/08/31,Williams-Stephenson,2018/02/05,96,1988,GA,Golf
Matthew,Gibson,1974/09/02,"Mullen, Huffman and Vasquez",2018/02/17,93,2012,NV,Golf
Christopher,Spencer,1995/10/03,"Smith, Torres and Matthews",2018/12/31,66,2007,IL,Golf
Caleb,Harper,1972/08/07,Rivera Ltd,2018/05/05,79,2001,MN,Golf
Timothy,Chambers,1968/01/04,"Hopkins, Barnes and Ward",2018/04/24,93,1984,AK,Golf
Matthew,Myers,1961/07/09,Keller Group,2018/12/12,63,1976,IA,Golf
Robert,Cole,1969/03/16,"Martin, Mcknight and Clark",2018/09/25,51,1989,NY,Golf
Kevin,Allen,1973/05/21,Mcdonald Inc,2018/01/30,68,2010,OR,Golf
John,Sanders,1970/05/12,Mcdonald Inc,2018/01/23,99,2018,KY,Golf
Kylie,Frank,1987/04/09,Scott and Sons,2018/12/05,94,2001,IN,Golf
Patrick,Wells,1984/07/06,Scott and Sons,2018/03/27,70,2008,MA,Golf
Erika,Clark,1972/07/03,"Brown, Vasquez and Sanchez",2018/06/18,61,2012,OK,Golf
Stephen,Warren,1979/11/03,"Kelley, Gilbert and Jackson",2018/08/29,49,2017,TX,Golf
Manuel,Smith,1970/06/13,Scott and Sons,2018/08/28,92,2008,CO,Golf
Pamela,Johnson,1976/09/13,Scott and Sons,2018/11/08,45,2005,AL,Golf
Patrick,Stewart,1995/05/05,Rivera Ltd,2018/02/02,31,2015,HI,Golf
Randy,Dominguez,1967/12/19,Taylor-Alvarez,2018/01/14,83,1981,AK,Golf
Rebecca,Turner,1973/12/03,Taylor-Alvarez,2018/04/11,92,2001,GA,Golf
Elizabeth,Harrington,1984/07/20,,2018/12/29,78,2000,WA,Golf
Stephanie,Clayton,1959/01/12,"Alvarez, Schaefer and Robertson",2019/01/09,73,1987,NE,Golf
Ronald,Wolf,1991/05/26,Mcdonald Inc,2018/07/03,69,2013,GA,Golf
Jason,Anderson,1969/04/18,Williams-Stephenson,2018/10/17,50,2003,CO,Golf
Chase,Thomas,1971/12/27,Mcdonald Inc,2018/06/26,48,2007,NV,Golf
Eric,Allen,1983/05/24,Keller Group,2018/07/11,66,2005,VT,Golf
David,Rivera,1993/08/09,Bruce Inc,2018/04/02,94,2012,MT,Golf
Mark,Ward,1983/10/06,"Martin, Mcknight and Clark",2018/06/05,58,1998,AR,Golf
Kristen,Reed,1961/04/05,Scott and Sons,2018/04/28,86,1991,DE,Golf
Ashley,Yang,1963/05/05,"Smith, Torres and Matthews",2018/10/21,42,1996,NC,Golf
Sabrina,Pace,1975/08/02,"Mullen, Huffman and Vasquez",2018/03/25,81,1990,DE,Golf
Matthew,Miller,1992/10/30,"Smith, Torres and Matthews",2018/02/18,70,2008,KS,Golf
Victoria,Cortez,1991/04/18,,2018/07/22,37,2008,FL,Golf
Glenn,Huffman,1971/03/03,Bruce Inc,2018/09/10,44,2007,AK,Golf
William,Fritz,1996/08/28,"Alvarez, Schaefer and Robertson",2018/08/01,64,2018,AR,Golf
John,Neal,1977/06/17,"Kelley, Gilbert and Jackson",2018/08/24,74,2002,ND,Golf
Bryan,Austin,1961/11/21,"Jackson, Carlson and Contreras",2018/05/16,31,2013,WV,Golf
Theresa,Frey,1979/07/15,"Kelley, Gilbert and Jackson",2018/03/12,52,2012,AR,Golf
David,Hernandez,1981/05/09,Taylor-Alvarez,2018/04/14,72,2009,DC,Golf
Kimberly,Roberts,1992/07/12,Hunter Ltd,2018/10/04,62,2010,MA,Golf
Zachary,Christian,1987/07/08,Williams-Stephenson,2018/12/04,47,2016,PA,Golf
Victoria,King,1978/02/13,Pearson Group,2019/01/04,73,1995,MS,Golf
Beverly,Coleman,1985/08/29,"Alvarez, Schaefer and Robertson",2018/11/19,50,2001,ID,Golf
Eric,Brown,1989/07/22,Peterson and Sons,2018/09/16,74,2016,NE,Golf
Jeremy,Baker,1959/02/02,Peterson and Sons,2018/04/01,92,2007,TN,Golf
Denise,King,1965/12/11,"Mullen, Huffman and Vasquez",2018/03/17,57,1992,ID,Golf
Jennifer,Fernandez,1980/08/23,Rivera-Morrow,2018/10/02,48,2006,VT,Golf
Brandy,Brown,1963/12/02,Rivera-Morrow,2018/07/26,31,1990,NH,Golf
Michael,Hall,1969/02/02,Scott and Sons,2018/07/30,37,2007,MA,Golf
Curtis,Li,1978/07/01,"Martin, Mcknight and Clark",2018/08/14,42,2015,NJ,Golf
Kathleen,Patterson,1963/08/03,"Smith, Torres and Matthews",2018/05/21,46,1996,IA,Golf
Benjamin,Hancock,1973/11/19,Parker Group,2018/11/02,81,1999,KY,Golf
Ashley,Pope,1981/02/12,"Brown, Vasquez and Sanchez",2018/08/27,38,2000,CT,Golf
Lori,White,1971/01/27,Rivera Ltd,2018/08/07,52,2009,NJ,Golf
Rachel,Scott,1962/08/06,Hunter Ltd,2018/12/09,78,1984,IN,Golf
Nicholas,Wilson,1967/03/05,Mcdonald Inc,2018/08/20,32,1997,NH,Golf
Kevin,Meyers,1962/11/06,Pearson Group,2018/01/22,93,2017,OK,Golf
Daisy,Ayers,1962/01/21,Keller Group,2018/10/04,73,2006,MA,Golf
Mark,Kelly,1975/09/30,"Kelley, Gilbert and Jackson",2018/07/15,79,2015,MN,Golf
Joseph,Mckenzie,1992/05/23,"Mullen, Huffman and Vasquez",2018/10/09,71,2018,AL,Golf
Jesse,Rhodes,1994/07/06,Mcdonald Inc,2018/09/10,83,2017,MN,Golf
Ernest,Flores,1987/04/07,Taylor-Alvarez,2018/09/20,61,2009,MS,Golf
Annette,White,1962/03/29,"Kelley, Gilbert and Jackson",2018/08/25,81,1994,MD,Golf
Brian,Smith,1963/09/24,"Brown, Vasquez and Sanchez",2018/04/28,67,2014,NM,Golf
Katherine,Willis,1969/03/02,"Hopkins, Barnes and Ward",2018/10/06,99,1981,MI,Golf
Maria,Case,1973/07/21,Hunter Ltd,2018/01/11,63,2010,AZ,Golf
Gina,Mcdonald,1964/12/27,Scott and Sons,2018/03/24,35,1992,CA,Golf
Heather,Harris,1966/03/23,Pearson Group,2018/08/08,32,1987,MT,Golf
Alexander,Lara,1981/10/01,"Smith, Torres and Matthews",2018/12/15,85,2006,VT,Golf
Barbara,Hart,1959/11/15,Pearson Group,2018/01/27,76,1987,ND,Golf
Matthew,Blevins,1978/12/25,Taylor-Alvarez,2018/07/29,80,2018,UT,Golf
Evelyn,Phillips,1994/04/04,"Brown, Vasquez and Sanchez",2018/08/02,64,2014,TN,Golf
Derek,Stanley,1963/09/27,,2018/10/25,35,1989,DC,Golf
Sara,Bush,1993/03/13,Pearson Group,2018/10/20,42,2005,ME,Golf
Cynthia,Ramsey,1974/02/01,"Brown, Vasquez and Sanchez",2018/01/18,93,1987,MS,Golf
Meredith,Green,1965/09/01,Williams-Stephenson,2018/11/10,60,1984,CA,Golf
Justin,Whitehead,1972/10/28,Bruce Inc,2018/01/12,50,2010,MA,Golf
Blake,Brown,1976/11/09,Pearson Group,2018/01/29,39,1992,WI,Golf
Matthew,Carroll,1962/05/26,"Hopkins, Barnes and Ward",2018/09/01,53,2011,AK,Golf
Joe,Martin,1974/06/15,Pearson Group,2018/02/20,70,1987,NY,Golf
Ryan,White,1967/01/17,,2018/11/29,59,2005,ND,Golf
Ruth,Hoover,1983/07/09,"Mullen, Huffman and Vasquez",2018/11/27,89,2013,CO,Golf
Joseph,Ward,1998/09/06,Scott and Sons,2018/03/17,59,2012,ID,Golf
Victor,Doyle,1981/10/31,"Kelley, Gilbert and Jackson",2018/01/22,34,2003,GA,Golf
Denise,Parker,1964/11/30,"Brown, Vasquez and Sanchez",2018/07/27,66,1980,KY,Golf
Jennifer,Berry,1992/09/23,Rivera Ltd,2018/03/22,81,2014,NE,Golf
Jennifer,Tanner,1972/09/05,"Martin, Mcknight and Clark",2018/08/17,35,1997,AR,Golf
Joshua,Dawson,1970/08/17,Peterson and Sons,2018/01/12,39,2010,CT,Golf
Angela,Stanley,1964/03/12,Scott and Sons,2018/06/23,80,1984,SD,Golf
Jennifer,Coleman,1981/04/09,Williams-Stephenson,2018/08/14,81,2015,MT,Golf
Megan,Castillo,1973/06/27,Taylor-Alvarez,2018/05/26,78,1994,OH,Golf
Seth,Lee,1992/08/01,"Brown, Vasquez and Sanchez",2018/06/06,60,2004,OR,Golf
Stephanie,Anderson,1972/04/16,Peterson and Sons,2018/01/13,36,2013,MI,Golf
Jonathan,Arnold,1992/09/24,"Brown, Vasquez and Sanchez",2018/05/09,61,2010,CT,Golf
Christine,Hickman,1966/11/30,"Jackson, Carlson and Contreras",2018/10/17,34,1989,WY,Golf
Kimberly,Henry,1967/11/06,,2018/10/23,30,2011,GA,Golf
Christine,Miles,1987/06/30,Rivera-Morrow,2018/11/02,60,2007,MA,Golf
