first_name,last_name,dob,company_name,last_active,score,member_since,state,source,errors
Barbara,Scott,1992/06/18,"Jackson, Carlson and Contreras",2018/12/06,73,1989,WY,Golf,"Member Since Before DOB,Suspicious Join Age"
Sandra,Ray,1964/06/07,Williams-Stephenson,2018/08/22,92,1972,NV,Golf,Suspicious Join Age
Shawn,Petersen,1995/02/09,"Alvarez, Schaefer and Robertson",2018/04/08,60,1972,GA,Golf,"Member Since Before DOB,Suspicious Join Age"
Cheryl,Cannon,1987/07/10,Keller Group,2018/04/19,94,1994,SC,Golf,Suspicious Join Age
Anthony,White,1998/01/11,"Martin, Mcknight and Clark",2018/07/12,34,1971,AZ,Golf,"Member Since Before DOB,Suspicious Join Age"
Debra,Coleman,1994/06/29,Peterson and Sons,2018/09/18,31,1971,ME,Golf,"Member Since Before DOB,Suspicious Join Age"
Joseph,White,1971/09/21,Rivera-Morrow,2018/08/23,49,1980,RI,Golf,Suspicious Join Age
Tiffany,Mcdonald,1962/10/22,"Mullen, Huffman and Vasquez",2018/07/27,33,1970,GA,Golf,Suspicious Join Age
Daniel,Mcguire,1987/03/13,Rivera Ltd,2018/06/18,49,1995,CO,Golf,Suspicious Join Age
Ashley,Ramirez,1985/12/17,Rivera Ltd,2018/12/02,38,1976,CO,Golf,"Member Since Before DOB,Suspicious Join Age"
Elaine,Andrews,1981/09/17,Keller Group,2019/01/03,96,1986,CT,Golf,Suspicious Join Age
Leslie,Andrews,1981/05/06,Keller Group,2018/12/02,83,1988,MN,Golf,Suspicious Join Age
Michael,Armstrong,1976/11/30,Peterson and Sons,2018/12/25,36,1971,TN,Golf,"Member Since Before DOB,Suspicious Join Age"
Dustin,Johnson,1984/04/15,Pearson Group,2018/02/03,69,1975,CT,Golf,"Member Since Before DOB,Suspicious Join Age"
Joan,Johnson,1985/02/09,,2018/01/30,57,1975,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
Regina,Martinez,1974/08/17,"Jackson, Carlson and Contreras",2018/03/11,67,1973,ME,Golf,"Member Since Before DOB,Suspicious Join Age"
Billy,Hurst,1996/05/16,"Brown, Vasquez and Sanchez",2018/12/28,33,1985,KY,Golf,"Member Since Before DOB,Suspicious Join Age"
Zachary,Douglas,1986/12/11,Scott and Sons,2018/02/25,87,1995,MI,Golf,Suspicious Join Age
Deborah,Reyes,1993/05/20,Hunter Ltd,2018/09/27,52,1973,VT,Golf,"Member Since Before DOB,Suspicious Join Age"
Joseph,Robertson,1978/11/22,"Alvarez, Schaefer and Robertson",2018/09/12,76,1987,VT,Golf,Suspicious Join Age
Amy,Williams,1986/11/06,Keller Group,2018/03/01,38,1988,DC,Golf,Suspicious Join Age
Stephen,Reed,1988/11/28,"Martin, Mcknight and Clark",2018/05/27,76,1989,KY,Golf,Suspicious Join Age
Laura,Hernandez,1969/01/17,Bruce Inc,2018/09/19,84,1978,MT,Golf,Suspicious Join Age
Margaret,Nelson,1964/11/12,"Jackson, Carlson and Contreras",2018/03/13,60,1974,IN,Golf,Suspicious Join Age
Amber,Beasley,1998/11/25,Taylor-Alvarez,2018/02/20,62,1992,GA,Golf,"Member Since Before DOB,Suspicious Join Age"
Mary,Fuller,1979/07/02,,2018/08/12,32,1980,WA,Golf,Suspicious Join Age
William,Hanson,1987/09/06,Parker Group,2018/04/16,70,1974,NE,Golf,"Member Since Before DOB,Suspicious Join Age"
Monica,Galvan,1990/01/01,Keller Group,2018/07/26,52,1987,CT,Golf,"Member Since Before DOB,Suspicious Join Age"
Brad,Price,1986/12/08,"Alvarez, Schaefer and Robertson",2018/05/31,43,1986,MN,Golf,Suspicious Join Age
Jessica,Bishop,1992/06/25,Rivera Ltd,2018/06/24,77,1998,IN,Golf,Suspicious Join Age
Jill,Jennings,1991/12/23,"Hopkins, Barnes and Ward",2018/01/21,35,1992,DE,Golf,Suspicious Join Age
Adam,Hudson,1998/10/25,Hunter Ltd,2018/08/21,58,2003,KY,Golf,Suspicious Join Age
Desiree,Miller,1984/12/17,Rivera-Morrow,2018/07/14,88,1986,CA,Golf,Suspicious Join Age
Joseph,Buck,1993/12/03,,2018/09/05,68,1992,OK,Golf,"Member Since Before DOB,Suspicious Join Age"
Margaret,Hoffman,1995/04/20,Hunter Ltd,2018/02/09,89,2003,WV,Golf,Suspicious Join Age
Jeremy,Johnson,1987/02/18,Hunter Ltd,2018/08/09,91,1977,OR,Golf,"Member Since Before DOB,Suspicious Join Age"
Brad,Larson,1983/04/14,"Hopkins, Barnes and Ward",2018/07/14,44,1986,LA,Golf,Suspicious Join Age
Steven,Salazar,1987/01/06,"Alvarez, Schaefer and Robertson",2018/12/19,79,1996,DE,Golf,Suspicious Join Age
Caleb,Lee,1995/08/28,"Kelley, Gilbert and Jackson",2018/10/21,62,1997,IN,Golf,Suspicious Join Age
Cynthia,Morris,1978/04/14,Peterson and Sons,2018/08/16,92,1978,OK,Golf,Suspicious Join Age
James,Rivera,1968/06/06,Rivera-Morrow,2018/12/10,30,1979,AR,Golf,Suspicious Join Age
Brenda,Garrett,1994/06/16,Parker Group,2018/01/19,89,1971,FL,Golf,"Member Since Before DOB,Suspicious Join Age"
Russell,Savage,1993/05/16,Rivera-Morrow,2018/10/12,93,1985,IL,Golf,"Member Since Before DOB,Suspicious Join Age"
Loretta,Young,1984/02/07,Mcdonald Inc,2018/05/01,86,1973,ID,Golf,"Member Since Before DOB,Suspicious Join Age"
Lisa,Jacobs,1985/06/11,Parker Group,2018/05/03,40,1970,OH,Golf,"Member Since Before DOB,Suspicious Join Age"
Matthew,Carter,1997/07/05,,2018/03/18,66,1983,NM,Golf,"Member Since Before DOB,Suspicious Join Age"
Michael,Wise,1994/03/17,Bruce Inc,2018/09/23,36,1979,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Patricia,Lawrence,1995/05/21,Bruce Inc,2018/08/20,97,1971,DC,Golf,"Member Since Before DOB,Suspicious Join Age"
Jeffrey,Mcgrath,1991/03/22,"Mullen, Huffman and Vasquez",2018/05/17,77,1993,PA,Golf,Suspicious Join Age
Matthew,Butler,1977/07/07,Bruce Inc,2018/02/08,78,1977,OR,Golf,Suspicious Join Age
Lisa,Garcia,1975/01/06,Mcdonald Inc,2018/09/12,35,1975,NM,Golf,Suspicious Join Age
Rachael,Garcia,1987/11/16,Rivera Ltd,2018/11/08,92,1974,NJ,Golf,"Member Since Before DOB,Suspicious Join Age"
Christine,Collins,1994/04/04,"Jackson, Carlson and Contreras",2018/01/13,93,2002,MA,Golf,Suspicious Join Age
Kyle,Wall,1979/04/10,Rivera-Morrow,2018/08/12,34,1990,NE,Golf,Suspicious Join Age
Cheryl,Perez,1998/06/16,"Hopkins, Barnes and Ward",2018/11/26,46,1990,UT,Golf,"Member Since Before DOB,Suspicious Join Age"
Cheryl,Turner,1974/06/06,Keller Group,2018/07/02,90,1979,DC,Golf,Suspicious Join Age
Jaime,Jackson,1994/05/05,Pearson Group,2018/10/05,77,2003,AK,Golf,Suspicious Join Age
Paul,Taylor,1978/05/30,Bruce Inc,2018/03/27,49,1971,TX,Golf,"Member Since Before DOB,Suspicious Join Age"
Noah,Wade,1973/09/21,Bruce Inc,2018/01/10,89,1983,MA,Golf,Suspicious Join Age
Karen,Gibbs,1983/02/06,,2018/08/25,82,1978,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
Bryan,Robinson,1994/10/29,Rivera-Morrow,2018/11/27,43,1984,VA,Golf,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Zimmerman,1972/12/02,Keller Group,2018/07/03,61,1982,MS,Golf,Suspicious Join Age
Aaron,Taylor,1968/05/24,Keller Group,2018/07/07,91,1976,IL,Golf,Suspicious Join Age
Lindsay,Ferguson,1985/05/24,Hunter Ltd,2018/03/18,90,1975,SC,Golf,"Member Since Before DOB,Suspicious Join Age"
Jeff,Wright,1985/09/28,Rivera Ltd,2018/12/29,76,1978,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
Edward,Parker,1970/07/26,"Jackson, Carlson and Contreras",2018/05/19,46,1972,ND,Golf,Suspicious Join Age
Amanda,Monroe,1997/04/05,"Mullen, Huffman and Vasquez",2018/05/09,98,1970,GA,Golf,"Member Since Before DOB,Suspicious Join Age"
Joshua,Lopez,1995/05/17,Peterson and Sons,2018/07/03,48,1990,IL,Golf,"Member Since Before DOB,Suspicious Join Age"
Jason,Hill,1994/11/15,Hunter Ltd,2018/12/11,41,1987,MO,Golf,"Member Since Before DOB,Suspicious Join Age"
James,Lee,1993/05/11,"Alvarez, Schaefer and Robertson",2018/10/06,51,1984,OH,Golf,"Member Since Before DOB,Suspicious Join Age"
Alec,Ward,1994/06/19,Peterson and Sons,2018/06/24,59,1973,FL,Golf,"Member Since Before DOB,Suspicious Join Age"
Robert,Booker,1984/11/13,Pearson Group,2018/10/13,93,1991,ND,Golf,Suspicious Join Age
Donald,Merritt,1989/07/04,Williams-Stephenson,2018/11/14,33,1977,VT,Golf,"Member Since Before DOB,Suspicious Join Age"
Kenneth,Solomon,1997/07/27,Williams-Stephenson,2018/03/10,43,1995,CA,Golf,"Member Since Before DOB,Suspicious Join Age"
Mitchell,Duncan,1984/12/06,Parker Group,2018/05/18,62,1984,UT,Golf,Suspicious Join Age
Mark,Davis,1985/12/27,"Smith, Torres and Matthews",2018/12/08,79,1979,NY,Golf,"Member Since Before DOB,Suspicious Join Age"
Curtis,Kline,1981/05/05,"Jackson, Carlson and Contreras",2018/08/20,93,1972,NE,Golf,"Member Since Before DOB,Suspicious Join Age"
Alexander,Mclean,1998/06/22,Rivera-Morrow,2018/02/19,31,1996,WI,Golf,"Member Since Before DOB,Suspicious Join Age"
Lisa,Chung,1987/07/27,Peterson and Sons,2018/03/19,54,1981,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Dylan,Mcdonald,1969/03/08,Keller Group,2018/03/25,48,1980,KS,Golf,Suspicious Join Age
Victoria,Kane,1993/05/10,"Jackson, Carlson and Contreras",2018/07/13,73,1983,VT,Golf,"Member Since Before DOB,Suspicious Join Age"
Jesse,Martin,1985/01/06,Parker Group,2018/08/22,73,1975,FL,Golf,"Member Since Before DOB,Suspicious Join Age"
Christian,Moore,1983/09/15,"Brown, Vasquez and Sanchez",2018/04/25,66,1991,MN,Golf,Suspicious Join Age
Michael,Miller,1984/05/12,Bruce Inc,2018/09/01,40,1971,KS,Golf,"Member Since Before DOB,Suspicious Join Age"
Emma,Kelly,1985/11/12,Scott and Sons,2018/09/14,39,1982,LA,Golf,"Member Since Before DOB,Suspicious Join Age"
Laura,Bean,1998/04/27,Rivera Ltd,2018/05/27,68,1973,RI,Golf,"Member Since Before DOB,Suspicious Join Age"
Morgan,Flynn,1987/02/20,"Jackson, Carlson and Contreras",2018/10/27,52,1981,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Samantha,Nolan,1982/04/19,Williams-Stephenson,2018/01/12,67,1972,WA,Golf,"Member Since Before DOB,Suspicious Join Age"
Jonathan,Francis,1998/09/03,,2018/02/10,81,1984,DC,Golf,"Member Since Before DOB,Suspicious Join Age"
Amy,Norris,1992/05/25,"Hopkins, Barnes and Ward",2018/01/30,53,1975,DC,Golf,"Member Since Before DOB,Suspicious Join Age"
Cheryl,Oneill,1998/07/10,"Martin, Mcknight and Clark",2018/04/19,94,1971,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
Thomas,Young,1969/11/22,"Hopkins, Barnes and Ward",2018/05/01,58,1975,OR,Golf,Suspicious Join Age
Paul,Kent,1998/01/30,Parker Group,2018/04/19,37,1977,SD,Golf,"Member Since Before DOB,Suspicious Join Age"
Charles,Guzman,1971/09/17,Rivera-Morrow,2018/04/18,71,1979,SC,Golf,Suspicious Join Age
Kelly,Sanchez,1995/02/25,"Martin, Mcknight and Clark",2018/08/24,83,1999,NY,Golf,Suspicious Join Age
Patrick,Vance,1970/06/14,"Alvarez, Schaefer and Robertson",2018/02/17,98,1972,ID,Golf,Suspicious Join Age
Jessica,Turner,1991/02/25,"Brown, Vasquez and Sanchez",2018/07/28,36,1987,AL,Golf,"Member Since Before DOB,Suspicious Join Age"
Kelly,Miller,1984/02/05,Scott and Sons,2018/01/27,72,1995,MN,Golf,Suspicious Join Age
Caitlin,Cowan,1966/12/26,Rivera Ltd,2018/06/02,39,1970,WA,Golf,Suspicious Join Age
Hannah,Benitez,1965/08/31,Taylor-Alvarez,2018/07/15,77,1975,ID,Golf,Suspicious Join Age
Michael,Robles,1988/10/13,"Kelley, Gilbert and Jackson",2018/09/04,34,1973,WI,Golf,"Member Since Before DOB,Suspicious Join Age"
Pamela,Meyer,1995/04/07,Bruce Inc,2018/06/30,62,1999,LA,Golf,Suspicious Join Age
Joe,Carrillo,1995/03/21,Mcdonald Inc,2018/01/15,91,1995,OK,Golf,Suspicious Join Age
Ryan,Randall,1969/12/05,,2018/06/29,63,1980,SD,Golf,Suspicious Join Age
Theresa,Manning,1997/05/25,Keller Group,2018/07/08,96,1990,MA,Golf,"Member Since Before DOB,Suspicious Join Age"
William,Townsend,1993/09/17,"Mullen, Huffman and Vasquez",2018/10/18,96,1995,CO,Golf,Suspicious Join Age
Nathan,Miller,1985/08/23,Williams-Stephenson,2018/02/27,85,1996,LA,Golf,Suspicious Join Age
Michael,Cooper,1983/10/30,Pearson Group,2018/12/06,51,1970,TN,Golf,"Member Since Before DOB,Suspicious Join Age"
Nathaniel,Parker,1984/06/18,Keller Group,2018/10/24,42,1989,DE,Golf,Suspicious Join Age
Mary,Guzman,1993/04/25,Scott and Sons,2018/10/17,45,1974,IA,Golf,"Member Since Before DOB,Suspicious Join Age"
Jeremiah,Carey,1982/10/02,Pearson Group,2018/01/31,63,1993,NJ,Golf,Suspicious Join Age
Roger,Boyle,1971/10/18,"Brown, Vasquez and Sanchez",2018/03/24,33,1975,PA,Golf,Suspicious Join Age
Nancy,Cooper,1969/01/18,"Alvarez, Schaefer and Robertson",2018/07/01,35,1972,AK,Golf,Suspicious Join Age
Margaret,Wheeler,1984/09/19,Taylor-Alvarez,2018/01/28,69,1970,NM,Golf,"Member Since Before DOB,Suspicious Join Age"
Vincent,Pratt,1982/12/29,Parker Group,2018/04/18,72,1978,IL,Golf,"Member Since Before DOB,Suspicious Join Age"
Catherine,Smith,1995/03/04,"Smith, Torres and Matthews",2018/12/10,76,1981,PA,Golf,"Member Since Before DOB,Suspicious Join Age"
Debra,Mccarthy,1994/10/16,Mcdonald Inc,2018/10/22,64,1986,CO,Golf,"Member Since Before DOB,Suspicious Join Age"
Stephen,Ballard,1997/12/12,"Smith, Torres and Matthews",2018/12/28,76,1994,TX,Golf,"Member Since Before DOB,Suspicious Join Age"
Brian,Singleton,1991/06/28,"Alvarez, Schaefer and Robertson",2018/08/06,96,1979,SC,Golf,"Member Since Before DOB,Suspicious Join Age"
Ariel,Becker,1988/10/06,Williams-Stephenson,2018/04/05,50,1984,OH,Golf,"Member Since Before DOB,Suspicious Join Age"
Manuel,Cox,1994/11/10,"Smith, Torres and Matthews",2018/08/22,98,1976,MI,Golf,"Member Since Before DOB,Suspicious Join Age"
Kara,Aguirre,1964/07/25,,2018/02/14,97,1970,TX,Golf,Suspicious Join Age
Bradley,Johnson,1983/06/23,"Mullen, Huffman and Vasquez",2018/10/08,93,1975,IN,Golf,"Member Since Before DOB,Suspicious Join Age"
Austin,Huynh,1964/07/14,"Martin, Mcknight and Clark",2018/07/19,71,1975,TN,Golf,Suspicious Join Age
Bryce,Boyer,1976/02/04,Keller Group,2018/08/09,35,1973,PA,Golf,"Member Since Before DOB,Suspicious Join Age"
Christina,Lopez,1973/08/16,Taylor-Alvarez,2018/08/28,98,1974,KS,Golf,Suspicious Join Age
Courtney,Jones,1986/07/15,"Alvarez, Schaefer and Robertson",2018/07/06,38,1988,AR,Golf,Suspicious Join Age
Christine,Brown,1992/04/18,Keller Group,2018/02/20,58,1999,CO,Golf,Suspicious Join Age
Tammy,Patrick,1997/01/13,Pearson Group,2018/02/05,79,1982,SC,Golf,"Member Since Before DOB,Suspicious Join Age"
Lisa,Smith,1996/07/23,Mcdonald Inc,2018/01/14,46,2007,DE,Golf,Suspicious Join Age
Kiara,Wilkinson,1993/02/07,"Mullen, Huffman and Vasquez",2018/08/05,36,2001,HI,Golf,Suspicious Join Age
Jessica,Hamilton,1992/10/31,"Kelley, Gilbert and Jackson",2018/02/13,92,1995,OR,Golf,Suspicious Join Age
David,Strickland,1995/06/22,"Mullen, Huffman and Vasquez",2018/11/10,38,1976,MS,Golf,"Member Since Before DOB,Suspicious Join Age"
Ann,Simmons,1985/03/30,Parker Group,2018/05/29,57,1979,ID,Golf,"Member Since Before DOB,Suspicious Join Age"
Lauren,Taylor,1995/09/17,Peterson and Sons,2018/10/31,44,2000,OK,Golf,Suspicious Join Age
Julia,Hodge,1978/05/02,"Alvarez, Schaefer and Robertson",2018/02/07,45,1971,TX,Golf,"Member Since Before DOB,Suspicious Join Age"
Lisa,Ellis,1997/11/08,Hunter Ltd,2018/04/22,40,1992,SC,Golf,"Member Since Before DOB,Suspicious Join Age"
Jonathan,Rodriguez,1994/06/26,Rivera-Morrow,2018/02/23,83,1971,MO,Golf,"Member Since Before DOB,Suspicious Join Age"
Joshua,Goodwin,1989/12/31,Keller Group,2018/10/04,71,1986,WV,Golf,"Member Since Before DOB,Suspicious Join Age"
Karen,Holt,1967/05/31,Taylor-Alvarez,2018/06/24,39,1977,DE,Golf,Suspicious Join Age
Bryan,Nguyen,1997/04/26,Rivera Ltd,2018/07/13,78,1990,SD,Golf,"Member Since Before DOB,Suspicious Join Age"
Amy,Anderson,1997/10/27,Williams-Stephenson,2018/08/20,46,1974,UT,Golf,"Member Since Before DOB,Suspicious Join Age"
Adam,Fernandez,1987/10/05,"Martin, Mcknight and Clark",2018/03/26,91,1983,KY,Golf,"Member Since Before DOB,Suspicious Join Age"
Robert,Henson,1995/06/16,"Alvarez, Schaefer and Robertson",2018/05/29,90,2001,CA,Golf,Suspicious Join Age
Kara,Thomas,1997/10/17,"Mullen, Huffman and Vasquez",2018/05/23,39,1998,OK,Golf,Suspicious Join Age
Dawn,Gallegos,1983/09/19,"Brown, Vasquez and Sanchez",2018/02/22,48,1986,ID,Golf,Suspicious Join Age
Barbara,Rodriguez,1983/02/16,Rivera Ltd,2018/06/27,89,1993,NM,Golf,Suspicious Join Age
Brian,Dixon,1987/01/09,Scott and Sons,2018/09/06,35,1977,DC,Golf,"Member Since Before DOB,Suspicious Join Age"
Matthew,Gallagher,1991/07/03,"Jackson, Carlson and Contreras",2018/04/26,77,1985,ID,Golf,"Member Since Before DOB,Suspicious Join Age"
Amber,Berger,1992/06/23,"Brown, Vasquez and Sanchez",2018/09/12,90,1976,AK,Golf,"Member Since Before DOB,Suspicious Join Age"
Pamela,Kemp,1987/02/18,,2018/05/21,46,1998,NC,Golf,Suspicious Join Age
Jennifer,Watkins,1995/11/11,Taylor-Alvarez,2018/06/15,90,1999,MS,Golf,Suspicious Join Age
Brian,Johnson,1974/02/08,"Alvarez, Schaefer and Robertson",2018/09/19,50,1971,SC,Golf,"Member Since Before DOB,Suspicious Join Age"
Michael,Conway,1995/01/12,"Hopkins, Barnes and Ward",2018/03/07,88,1979,CO,Golf,"Member Since Before DOB,Suspicious Join Age"
Robert,Sanchez,1994/09/30,Scott and Sons,2018/11/13,37,1981,UT,Golf,"Member Since Before DOB,Suspicious Join Age"
Martha,Beard,1987/04/30,Bruce Inc,2018/10/10,83,1977,WA,Golf,"Member Since Before DOB,Suspicious Join Age"
Anthony,Mcneil,1986/06/20,Keller Group,2018/04/08,90,1978,DC,Golf,"Member Since Before DOB,Suspicious Join Age"
Jimmy,Webb,1962/01/20,Rivera Ltd,2018/12/13,65,1972,AR,Golf,Suspicious Join Age
Alicia,Huang,1983/08/10,Rivera Ltd,2018/07/09,85,1980,OR,Golf,"Member Since Before DOB,Suspicious Join Age"
John,Arroyo,1992/08/26,,2018/03/23,78,1977,WV,Golf,"Member Since Before DOB,Suspicious Join Age"
Nicholas,Rogers,1996/11/25,Bruce Inc,2018/07/08,81,1990,MS,Golf,"Member Since Before DOB,Suspicious Join Age"
Cory,Espinoza,1972/12/01,"Mullen, Huffman and Vasquez",2018/11/20,58,1977,OH,Golf,Suspicious Join Age
Joshua,Wagner,1984/12/30,Mcdonald Inc,2018/02/01,69,1985,DE,Golf,Suspicious Join Age
Richard,Washington,1997/07/31,Keller Group,2018/07/25,84,1998,SC,Golf,Suspicious Join Age
Victoria,Cabrera,1990/02/07,Williams-Stephenson,2018/09/12,94,1990,WA,Golf,Suspicious Join Age
Theresa,Cunningham,1989/01/27,"Kelley, Gilbert and Jackson",2018/12/13,91,1995,FL,Golf,Suspicious Join Age
Pamela,Henry,1988/04/10,Rivera Ltd,2019/01/08,49,1978,ID,Golf,"Member Since Before DOB,Suspicious Join Age"
Jeffrey,Tate,1997/04/06,"Alvarez, Schaefer and Robertson",2018/06/07,59,2008,TX,Golf,Suspicious Join Age
Shelby,Turner,1998/06/09,Peterson and Sons,2018/11/17,39,2007,ME,Golf,Suspicious Join Age
Christopher,Evans,1995/09/18,"Hopkins, Barnes and Ward",2018/09/24,38,1997,SD,Golf,Suspicious Join Age
Janice,Bush,1997/01/04,"Smith, Torres and Matthews",2018/09/12,93,1972,KY,Golf,"Member Since Before DOB,Suspicious Join Age"
Mark,Morris,1994/06/29,Keller Group,2018/11/16,83,1989,WV,Golf,"Member Since Before DOB,Suspicious Join Age"
Emily,Richards,1990/11/17,"Kelley, Gilbert and Jackson",2018/11/13,59,1982,NM,Golf,"Member Since Before DOB,Suspicious Join Age"
Kimberly,Huber,1989/10/19,"Mullen, Huffman and Vasquez",2018/12/13,78,1987,FL,Golf,"Member Since Before DOB,Suspicious Join Age"
Kevin,Woods,1992/05/03,Taylor-Alvarez,2018/12/04,57,1996,HI,Golf,Suspicious Join Age
Kevin,Bowers,1972/09/02,Scott and Sons,2018/02/10,95,1970,DC,Golf,"Member Since Before DOB,Suspicious Join Age"
Gregory,Dorsey,1980/09/05,Hunter Ltd,2018/05/15,91,1970,MI,Golf,"Member Since Before DOB,Suspicious Join Age"
Holly,Fowler,1985/08/01,Rivera Ltd,2018/06/12,99,1978,CT,Golf,"Member Since Before DOB,Suspicious Join Age"
Shannon,Hawkins,1994/05/25,Mcdonald Inc,2018/08/09,79,2004,IL,Golf,Suspicious Join Age
Jacob,Brown,1983/03/24,"Martin, Mcknight and Clark",2018/03/10,77,1983,AR,Golf,Suspicious Join Age
Danny,Pitts,1990/10/10,"Kelley, Gilbert and Jackson",2018/01/22,93,1999,OH,Golf,Suspicious Join Age
Benjamin,Sanford,1991/05/10,"Kelley, Gilbert and Jackson",2018/09/16,38,1991,UT,Golf,Suspicious Join Age
Olivia,Spencer,1994/08/12,Scott and Sons,2018/01/22,34,1976,WI,Golf,"Member Since Before DOB,Suspicious Join Age"
James,Mayo,1987/05/15,"Hopkins, Barnes and Ward",2018/11/10,50,1984,KY,Golf,"Member Since Before DOB,Suspicious Join Age"
Jonathan,Jones,1993/01/17,Taylor-Alvarez,2018/05/29,81,1978,SC,Golf,"Member Since Before DOB,Suspicious Join Age"
Lucas,Cardenas,1981/03/14,Taylor-Alvarez,2018/06/26,40,1980,WA,Golf,"Member Since Before DOB,Suspicious Join Age"
John,Barber,1990/05/31,Keller Group,2018/07/01,33,1977,NJ,Golf,"Member Since Before DOB,Suspicious Join Age"
Brian,Christensen,1988/08/09,"Smith, Torres and Matthews",2018/12/09,55,1981,AL,Golf,"Member Since Before DOB,Suspicious Join Age"
Sandra,Rodriguez,1993/11/23,"Smith, Torres and Matthews",2018/12/12,34,1998,IA,Golf,Suspicious Join Age
Justin,Collins,1984/05/17,Keller Group,2018/03/08,79,1981,OR,Golf,"Member Since Before DOB,Suspicious Join Age"
Michelle,Morris,1987/06/01,Taylor-Alvarez,2018/08/13,38,1984,OR,Golf,"Member Since Before DOB,Suspicious Join Age"
Charles,Green,1990/03/06,"Jackson, Carlson and Contreras",2018/08/21,85,1995,OH,Golf,Suspicious Join Age
Aaron,Welch,1986/09/15,Williams-Stephenson,2018/04/07,97,1990,WI,Golf,Suspicious Join Age
Marcus,Jacobs,1993/09/29,Scott and Sons,2018/11/14,80,1970,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Tamara,Nguyen,1988/06/13,"Kelley, Gilbert and Jackson",2018/04/12,44,1990,ID,Golf,Suspicious Join Age
Alan,Rivera,1983/11/09,,2018/06/19,76,1980,NH,Golf,"Member Since Before DOB,Suspicious Join Age"
Kyle,Adams,1960/10/28,Williams-Stephenson,2018/01/30,88,1971,VT,Golf,Suspicious Join Age
Edward,Tanner,1997/05/07,Rivera Ltd,2018/03/01,35,1981,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
Thomas,Foley,1993/11/05,"Alvarez, Schaefer and Robertson",2018/10/02,75,2002,VA,Golf,Suspicious Join Age
James,Juarez,1967/09/24,"Mullen, Huffman and Vasquez",2018/08/21,84,1971,ME,Golf,Suspicious Join Age
Mark,Tran,1984/04/21,Bruce Inc,2018/02/18,63,1978,NE,Golf,"Member Since Before DOB,Suspicious Join Age"
Sonia,Zavala,1982/08/31,Peterson and Sons,2018/11/12,71,1987,MS,Golf,Suspicious Join Age
Samantha,Miller,1984/02/11,Taylor-Alvarez,2018/05/16,98,1982,ID,Golf,"Member Since Before DOB,Suspicious Join Age"
Tina,Carlson,1988/06/14,Pearson Group,2018/10/16,30,1982,HI,Golf,"Member Since Before DOB,Suspicious Join Age"
Ryan,Holmes,1990/01/10,"Kelley, Gilbert and Jackson",2019/01/08,81,1970,UT,Golf,"Member Since Before DOB,Suspicious Join Age"
